Name,Mission Components,Mission Status,Location,Launch Time,Company,Status,Price,Liftoff Thrust kN,Payload to LEO kg,Payload to GTO kg,Stages,Strap-ons,Rocket Height m,Fairing Diameter m,Fairing Height m,Orbit,Payloads,Total Mass kg,year,Country,month,Region
Soyuz FG,Soyuz MS-01,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2016-07-07 01:36:00+00:00,Roscosmos,Retired,,4550.0,7300.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7250.0,2016,Kazakhstan,July,Baikonur Cosmodrome
Long March 4B,Shijian-16 02,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-06-29 03:21:00+00:00,CASC,Active,64.68,2993.0,4200.0,1500.0,3.0,0.0,46.97,3.8,11.74,Low Earth Orbit,1.0,,2016,China,June,Jiuquan Satellite Launch Center
Long March 7/YZ-1A,"DFFC, Aolong 1 & Others",Success,"LC-201, Wenchang Space Launch Site, China",2016-06-25 12:00:00+00:00,CASC,Active,,7128.0,13200.0,5200.0,3.0,4.0,53.1,4.2,10.0,Low Earth Orbit,5.0,2618.0,2016,China,June,Wenchang Space Launch Site
Atlas V 551,MUOS-5,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2016-06-24 14:30:00+00:00,ULA,Active,153.0,12141.0,18850.0,8900.0,2.0,5.0,62.2,5.4,26.5,Geostationary Transfer Orbit,1.0,6740.0,2016,USA,June,Florida
PSLV-XL,Cartosat-2C & Rideshares,Success,"Second Launch Pad, Satish Dhawan Space Centre, India",2016-06-22 03:55:00+00:00,ISRO,Active,31.0,7661.0,3250.0,1410.0,4.0,6.0,44.0,3.2,8.3,Sun-Synchronous Orbit,21.0,1267.0,2016,India,June,Satish Dhawan Space Centre
New Shepard,Mission 5,Success,"Launch Site One, West Texas, Texas, USA",2016-06-19 14:36:00+00:00,Blue Origin,Active,,490.0,0.0,0.0,2.0,0.0,18.0,,,Suborbital,,,2016,USA,June,Texas
Ariane 5 ECA,EchoStar 18 & BRISat,Success,"ELA-3, Guiana Space Centre, French Guiana, France",2016-06-18 21:38:00+00:00,Arianespace,Retired,200.0,15120.0,21000.0,10500.0,2.0,2.0,53.0,5.4,17.0,Geostationary Transfer Orbit,2.0,9840.0,2016,France,June,French Guiana
Falcon 9 Block 3 (v1.2/FT),ABS-2A & Eutelsat 117 West B,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2016-06-15 14:29:00+00:00,SpaceX,Retired,62.0,6804.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Geostationary Transfer Orbit,2.0,3963.0,2016,USA,June,Florida
Long March 3C/E,Beidou-2 G7,Success,"LC-3, Xichang Satellite Launch Center, China",2016-06-12 15:30:00+00:00,CASC,Active,20.0,5923.0,8000.0,3900.0,3.0,4.0,55.64,4.2,9.78,Geostationary Transfer Orbit,1.0,4600.0,2016,China,June,Xichang Satellite Launch Center
Delta IV Heavy,Orion 9 (USA-268) (NROL-37),Success,"SLC-37B, Cape Canaveral SFS, Florida, USA",2016-06-11 17:51:00+00:00,ULA,Retired,350.0,9411.0,28370.0,13810.0,2.0,2.0,72.0,5.1,19.1,Geosynchronous Orbit,1.0,,2016,USA,June,Florida
Proton-M/Briz-M,Intelsat 31,Success,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2016-06-09 07:10:00+00:00,ILS,Active,65.0,10027.0,21000.0,6900.0,4.0,0.0,58.18,4.35,15.26,Geostationary Transfer Orbit,1.0,6450.0,2016,Kazakhstan,June,Baikonur Cosmodrome
Rokot/Briz KM,Cosmos 2517,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",2016-06-04 14:00:00+00:00,VKS RF,Retired,13.0,1875.0,2150.0,0.0,3.0,0.0,29.1,2.62,6.74,Low Earth Orbit,1.0,1400.0,2016,Russia,June,Plesetsk Cosmodrome
Long March 4B,"Ziyuan-3 02, ÑuSat 1 & 2",Success,"LC-9, Taiyuan Satellite Launch Center, China",2016-05-30 03:17:00+00:00,CASC,Active,64.68,2993.0,4200.0,1500.0,3.0,0.0,46.97,3.8,11.74,Sun-Synchronous Orbit,3.0,2434.0,2016,China,May,Taiyuan Satellite Launch Center
Soyuz 2.1b/Fregat,Cosmos 2516,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",2016-05-29 08:44:00+00:00,VKS RF,Active,25.0,4550.0,7500.0,3000.0,4.0,4.0,46.94,4.11,11.43,Medium Earth Orbit,1.0,,2016,Russia,May,Plesetsk Cosmodrome
Falcon 9 Block 3 (v1.2/FT),Thaicom 8,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2016-05-27 21:39:00+00:00,SpaceX,Retired,62.0,6804.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Geostationary Transfer Orbit,1.0,3100.0,2016,USA,May,Florida
Soyuz ST-B/Fregat-MT,Galileo FOC FM10-FM11,Success,"ELS, Guiana Space Centre, French Guiana, France",2016-05-24 08:48:00+00:00,Arianespace,Active,30.0,4317.0,9000.0,3250.0,4.0,4.0,46.94,4.11,11.43,Medium Earth Orbit,2.0,1599.0,2016,France,May,French Guiana
Long March 2D,Yaogan 30,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-05-15 02:43:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Sun-Synchronous Orbit,1.0,,2016,China,May,Jiuquan Satellite Launch Center
Falcon 9 Block 3 (v1.2/FT),JCSAT-14,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2016-05-06 05:21:00+00:00,SpaceX,Retired,62.0,6804.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Geostationary Transfer Orbit,1.0,4696.0,2016,USA,May,Florida
PSLV-XL,IRNSS-1G,Success,"First Launch Pad, Satish Dhawan Space Centre, India",2016-04-28 07:20:00+00:00,ISRO,Active,31.0,7661.0,3250.0,1410.0,4.0,6.0,44.0,3.2,8.3,Geosynchronous Orbit,1.0,1425.0,2016,India,April,Satish Dhawan Space Centre
Soyuz 2.1a/Volga,"Mikhailo Lomonosov, Aist-2D, & SamSat 218",Success,"Site 1S, Vostochny Cosmodrome, Russia",2016-04-28 02:01:00+00:00,Roscosmos,Active,23.0,4550.0,7020.0,2000.0,4.0,4.0,46.94,4.11,10.2,Sun-Synchronous Orbit,1.0,645.0,2016,Russia,April,Vostochny Cosmodrome
Soyuz ST-A/Fregat-M,"Sentinel 1B, MICROSCOPE & Others",Success,"ELS, Guiana Space Centre, French Guiana, France",2016-04-25 21:02:00+00:00,Arianespace,Active,30.0,4317.0,8500.0,3000.0,4.0,4.0,46.94,4.11,11.43,Sun-Synchronous Orbit,5.0,2497.0,2016,France,April,French Guiana
Falcon 9 Block 3 (v1.2/FT),CRS SpX-8,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2016-04-08 20:43:00+00:00,SpaceX,Retired,62.0,6804.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,,3136.0,2016,USA,April,Florida
Long March 2D,Shijian-10,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-04-05 17:38:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Low Earth Orbit,1.0,3600.0,2016,China,April,Jiuquan Satellite Launch Center
New Shepard,Mission 4,Success,"Launch Site One, West Texas, Texas, USA",2016-04-02 15:18:00+00:00,Blue Origin,Active,,490.0,0.0,0.0,2.0,0.0,18.0,,,Suborbital,,,2016,USA,April,Texas
Soyuz 2.1a,Progress MS-02,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2016-03-31 16:23:00+00:00,Roscosmos,Active,17.42,4550.0,7500.0,0.0,3.0,4.0,51.38,4.11,15.59,Low Earth Orbit,1.0,7285.0,2016,Kazakhstan,March,Baikonur Cosmodrome
Long March 3A,Beidou-2 I6,Success,"LC-2, Xichang Satellite Launch Center, China",2016-03-29 20:11:00+00:00,CASC,Retired,69.7,2962.0,8500.0,2600.0,3.0,0.0,52.52,3.35,8.89,Geostationary Transfer Orbit,1.0,4200.0,2016,China,March,Xichang Satellite Launch Center
Soyuz 2.1a,Cosmos 2515,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",2016-03-24 09:42:00+00:00,VKS RF,Active,17.42,4550.0,7500.0,0.0,3.0,4.0,51.38,4.11,15.59,Sun-Synchronous Orbit,1.0,4000.0,2016,Russia,March,Plesetsk Cosmodrome
Atlas V 401,CRS OA-6,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2016-03-23 03:05:00+00:00,ULA,Retired,109.0,3826.0,9797.0,4750.0,2.0,0.0,58.3,4.2,13.8,Low Earth Orbit,1.0,3513.0,2016,USA,March,Florida
Soyuz FG,Soyuz TMA-20M,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2016-03-18 21:26:00+00:00,Roscosmos,Retired,,4550.0,7300.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7250.0,2016,Kazakhstan,March,Baikonur Cosmodrome
Proton-M/Briz-M,ExoMars Trace Gas Orbiter,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2016-03-14 09:31:00+00:00,Roscosmos,Active,65.0,10027.0,21000.0,6900.0,4.0,0.0,58.18,4.35,15.26,Heliocentric Orbit,2.0,4315.0,2016,Kazakhstan,March,Baikonur Cosmodrome
Soyuz 2.1b,Resurs-P No.3,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2016-03-13 18:56:00+00:00,Roscosmos,Active,20.0,4550.0,8020.0,0.0,3.0,4.0,44.08,4.11,8.36,Sun-Synchronous Orbit,1.0,6570.0,2016,Kazakhstan,March,Baikonur Cosmodrome
PSLV-XL,IRNSS-1F,Success,"Second Launch Pad, Satish Dhawan Space Centre, India",2016-03-10 10:31:00+00:00,ISRO,Active,31.0,7661.0,3250.0,1410.0,4.0,6.0,44.0,3.2,8.3,Geosynchronous Orbit,1.0,1425.0,2016,India,March,Satish Dhawan Space Centre
Ariane 5 ECA,Eutelsat 65 West A,Success,"ELA-3, Guiana Space Centre, French Guiana, France",2016-03-09 05:20:00+00:00,Arianespace,Retired,200.0,15120.0,21000.0,10500.0,2.0,2.0,53.0,5.4,17.0,Geostationary Transfer Orbit,1.0,6564.0,2016,France,March,French Guiana
Falcon 9 Block 3 (v1.2/FT),SES-9,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2016-03-04 23:35:00+00:00,SpaceX,Retired,62.0,6804.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Geostationary Transfer Orbit,1.0,5217.0,2016,USA,March,Florida
H-IIA 202,"Astro H, Horyu 4 & Kinshachi 2 and 3",Success,"LA-Y1, Tanegashima Space Center, Japan",2016-02-17 08:45:00+00:00,MHI,Active,90.0,,10000.0,4100.0,2.0,2.0,53.0,4.07,12.0,Low Earth Orbit,4.0,2810.0,2016,Japan,February,Tanegashima Space Center
Rokot/Briz KM,Sentinel-3A,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",2016-02-16 17:57:00+00:00,Eurockot,Retired,13.0,1875.0,2150.0,0.0,3.0,0.0,29.1,2.62,6.74,Sun-Synchronous Orbit,1.0,1250.0,2016,Russia,February,Plesetsk Cosmodrome
"Delta IV Medium+ (5,2)",Topaz 4 (NROL-45) (USA-267),Success,"SLC-6, Vandenberg SFB, California, USA",2016-02-10 11:40:00+00:00,ULA,Retired,,4895.0,9610.0,5080.0,2.0,2.0,66.4,5.1,19.1,Low Earth Orbit,1.0,,2016,USA,February,California
Unha 3,Kwangmyŏngsŏng 4,Success,"Pad 1, Sohae Satellite Launching Station, North Korea",2016-02-07 00:30:00+00:00,NADA,Active,,284.0,200.0,0.0,3.0,0.0,30.0,1.25,2.0,Sun-Synchronous Orbit,1.0,200.0,2016,North Korea,February,Sohae Satellite Launching Station
Soyuz 2.1b/Fregat,Cosmos 2514,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",2016-02-07 00:21:00+00:00,VKS RF,Active,25.0,4550.0,7500.0,3000.0,4.0,4.0,46.94,4.11,11.43,Medium Earth Orbit,1.0,1415.0,2016,Russia,February,Plesetsk Cosmodrome
Atlas V 401,GPS IIF-12 (USA-266),Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2016-02-05 13:38:00+00:00,ULA,Retired,109.0,3826.0,9797.0,4750.0,2.0,0.0,58.3,4.2,13.8,Medium Earth Orbit,1.0,1633.0,2016,USA,February,Florida
Long March 3C/YZ-1,Beidou-3 M3S,Success,"LC-2, Xichang Satellite Launch Center, China",2016-02-01 07:29:00+00:00,CASC,Active,20.0,5923.0,7500.0,3500.0,4.0,2.0,55.64,4.2,9.78,Medium Earth Orbit,1.0,1060.0,2016,China,February,Xichang Satellite Launch Center
Proton-M/Briz-M,Eutelsat 9B,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2016-01-29 22:20:00+00:00,ILS,Active,65.0,10027.0,21000.0,6900.0,4.0,0.0,58.18,4.35,15.26,Geostationary Transfer Orbit,1.0,5175.0,2016,Kazakhstan,January,Baikonur Cosmodrome
Ariane 5 ECA,Intelsat 29e,Success,"ELA-3, Guiana Space Centre, French Guiana, France",2016-01-27 23:20:00+00:00,Arianespace,Retired,200.0,15120.0,21000.0,10500.0,2.0,2.0,53.0,5.4,17.0,Geostationary Transfer Orbit,1.0,6552.0,2016,France,January,French Guiana
New Shepard,Mission 3,Success,"Launch Site One, West Texas, Texas, USA",2016-01-22 13:00:00+00:00,Blue Origin,Active,,490.0,0.0,0.0,2.0,0.0,18.0,,,Suborbital,,,2016,USA,January,Texas
PSLV-XL,IRNSS-1E,Success,"Second Launch Pad, Satish Dhawan Space Centre, India",2016-01-20 04:01:00+00:00,ISRO,Active,31.0,7661.0,3250.0,1410.0,4.0,6.0,44.0,3.2,8.3,Geosynchronous Orbit,1.0,1425.0,2016,India,January,Satish Dhawan Space Centre
Falcon 9 Block 2 (v1.1),Jason-3,Success,"SLC-4E, Vandenberg SFB, California, USA",2016-01-17 18:42:00+00:00,SpaceX,Retired,56.5,5885.0,13150.0,4850.0,2.0,0.0,68.4,5.2,13.0,Polar Orbit,1.0,553.0,2016,USA,January,California
Long March 3B/E,Belintersat 1,Success,"LC-3, Xichang Satellite Launch Center, China",2016-01-15 16:57:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,5223.0,2016,China,January,Xichang Satellite Launch Center
Long March 3B/E,Gaofen 4,Success,"LC-2, Xichang Satellite Launch Center, China",2015-12-28 16:04:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,4600.0,2015,China,December,Xichang Satellite Launch Center
Proton-M/Briz-M,Ekspress-AMU1,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015-12-24 21:31:00+00:00,Roscosmos,Active,65.0,10027.0,21000.0,6900.0,4.0,0.0,58.18,4.35,15.26,Geostationary Transfer Orbit,1.0,5700.0,2015,Kazakhstan,December,Baikonur Cosmodrome
Falcon 9 Block 3 (v1.2/FT),OG2 Mission 2,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2015-12-22 01:29:00+00:00,SpaceX,Retired,62.0,6804.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,11.0,2034.0,2015,USA,December,Florida
Soyuz 2.1a,Progress MS-01,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2015-12-21 08:44:00+00:00,Roscosmos,Active,17.42,4550.0,7500.0,0.0,3.0,4.0,51.38,4.11,15.59,Low Earth Orbit,1.0,7284.0,2015,Kazakhstan,December,Baikonur Cosmodrome
Soyuz ST-B/Fregat-MT,Galileo FOC FM08-FM09,Success,"ELS, Guiana Space Centre, French Guiana, France",2015-12-17 11:51:00+00:00,Arianespace,Active,30.0,4317.0,9000.0,3250.0,4.0,4.0,46.94,4.11,11.43,Medium Earth Orbit,2.0,1603.0,2015,France,December,French Guiana
Long March 2D,DAMPE,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2015-12-17 00:12:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Sun-Synchronous Orbit,1.0,1400.0,2015,China,December,Jiuquan Satellite Launch Center
PSLV-CA,TeLEOS-1 & Rideshares,Success,"First Launch Pad, Satish Dhawan Space Centre, India",2015-12-16 12:30:00+00:00,ISRO,Active,21.0,4847.0,,,4.0,0.0,44.0,3.2,8.3,Low Earth Orbit,6.0,622.0,2015,India,December,Satish Dhawan Space Centre
Soyuz FG,Soyuz TMA-19M,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2015-12-15 11:03:00+00:00,Roscosmos,Retired,,4550.0,7300.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7250.0,2015,Kazakhstan,December,Baikonur Cosmodrome
Proton-M/Briz-M,Cosmos 2513,Success,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2015-12-13 00:19:00+00:00,Roscosmos,Active,65.0,10027.0,21000.0,6900.0,4.0,0.0,58.18,4.35,15.26,Geostationary Transfer Orbit,1.0,,2015,Kazakhstan,December,Baikonur Cosmodrome
Zenit-3 SLBF,Elektro-L n°2,Success,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2015-12-11 13:45:00+00:00,Roscosmos,Retired,,7257.0,13740.0,6000.0,3.0,0.0,54.35,4.1,10.7,Geostationary Earth Orbit,1.0,1740.0,2015,Kazakhstan,December,Baikonur Cosmodrome
Long March 3B/E,ChinaSat-1C,Success,"LC-3, Xichang Satellite Launch Center, China",2015-12-09 16:46:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,5320.0,2015,China,December,Xichang Satellite Launch Center
Atlas V 401,CRS OA-4,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2015-12-06 21:44:00+00:00,ULA,Retired,109.0,3826.0,9797.0,4750.0,2.0,0.0,58.3,4.2,13.8,Low Earth Orbit,1.0,3349.0,2015,USA,December,Florida
Soyuz 2.1v/Volga,Cosmos 2511 and 2512,Partial Failure,"Site 43/4, Plesetsk Cosmodrome, Russia",2015-12-05 14:08:00+00:00,VKS RF,Active,,1535.0,2850.0,0.0,3.0,0.0,44.08,3.0,8.36,Low Earth Orbit,2.0,457.0,2015,Russia,December,Plesetsk Cosmodrome
Vega,LISA Pathfinder,Success,"ELV, Guiana Space Centre, French Guiana, France",2015-12-03 04:04:00+00:00,Arianespace,Retired,37.0,2200.0,1436.0,,4.0,0.0,29.9,2.6,7.88,Sun–Earth L1,1.0,1910.0,2015,France,December,French Guiana
Long March 4C,Yaogan 29,Success,"LC-9, Taiyuan Satellite Launch Center, China",2015-11-26 21:24:00+00:00,CASC,Active,64.68,2993.0,4200.0,1500.0,3.0,0.0,46.97,3.8,11.74,Sun-Synchronous Orbit,1.0,,2015,China,November,Taiyuan Satellite Launch Center
H-IIA 204,Telstar 12 Vantage,Success,"LA-Y1, Tanegashima Space Center, Japan",2015-11-24 06:50:00+00:00,MHI,Retired,,,15000.0,6000.0,2.0,4.0,,4.07,12.0,Geostationary Transfer Orbit,1.0,4900.0,2015,Japan,November,Tanegashima Space Center
New Shepard,Mission 2,Success,"Launch Site One, West Texas, Texas, USA",2015-11-23 17:21:00+00:00,Blue Origin,Active,,490.0,0.0,0.0,2.0,0.0,18.0,,,Suborbital,,,2015,USA,November,Texas
Long March 3B/E,LaoSat-1,Success,"LC-2, Xichang Satellite Launch Center, China",2015-11-20 16:07:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,5200.0,2015,China,November,Xichang Satellite Launch Center
Soyuz 2.1b/Fregat-M,Cosmos 2510,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",2015-11-17 06:33:00+00:00,VKS RF,Active,25.0,4550.0,7500.0,3250.0,4.0,4.0,46.94,4.11,11.43,Tundra Orbit,1.0,,2015,Russia,November,Plesetsk Cosmodrome
Ariane 5 ECA,Arabsat 6B & GSAT-15,Success,"ELA-3, Guiana Space Centre, French Guiana, France",2015-11-10 21:34:00+00:00,Arianespace,Retired,200.0,15120.0,21000.0,10500.0,2.0,2.0,53.0,5.4,17.0,Geostationary Transfer Orbit,2.0,8962.0,2015,France,November,French Guiana
Long March 4B,Yaogan-28,Success,"LC-9, Taiyuan Satellite Launch Center, China",2015-11-08 07:06:00+00:00,CASC,Active,64.68,2993.0,4200.0,1500.0,3.0,0.0,46.97,3.8,11.74,Sun-Synchronous Orbit,1.0,,2015,China,November,Taiyuan Satellite Launch Center
Super Strypi,"HiakaSat, STACEM & Others",Failure,"LP-41, Kauai, Pacific Missile Range Facility",2015-11-04 03:45:00+00:00,Sandia,Retired,15.0,134.0,250.0,,3.0,0.0,18.0,1.32,,Polar Orbit,13.0,83.0,2015,Pacific Missile Range Facility,November,Kauai
Long March 3B/E,ChinaSat-2C,Success,"LC-3, Xichang Satellite Launch Center, China",2015-11-03 16:25:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,,2015,China,November,Xichang Satellite Launch Center
Atlas V 401,GPS IIF-11 (USA-265),Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2015-10-31 16:13:00+00:00,ULA,Retired,109.0,3826.0,9797.0,4750.0,2.0,0.0,58.3,4.2,13.8,Medium Earth Orbit,1.0,1630.0,2015,USA,October,Florida
Long March 2D,Tianhui-1C,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2015-10-26 07:10:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Sun-Synchronous Orbit,1.0,,2015,China,October,Jiuquan Satellite Launch Center
Proton-M/Briz-M,Türksat-4B,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015-10-16 20:40:00+00:00,ILS,Active,65.0,10027.0,21000.0,6900.0,4.0,0.0,58.18,4.35,15.26,Geostationary Transfer Orbit,1.0,4924.0,2015,Kazakhstan,October,Baikonur Cosmodrome
Long March 3B/E,Apstar 9,Success,"LC-2, Xichang Satellite Launch Center, China",2015-10-16 16:16:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geosynchronous Orbit,1.0,,2015,China,October,Xichang Satellite Launch Center
Atlas V 401,NOSS-3 7A & 7B (USA-264) (NROL-55),Success,"SLC-3E, Vandenberg SFB, California, USA",2015-10-08 12:49:00+00:00,ULA,Retired,109.0,3826.0,9797.0,4750.0,2.0,0.0,58.3,4.2,13.8,,2.0,,2015,USA,October,California
Long March 2D,Jilin-1A to 1D,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2015-10-07 04:13:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Sun-Synchronous Orbit,4.0,,2015,China,October,Jiuquan Satellite Launch Center
Atlas V 421,Morelos-3,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2015-10-02 10:28:00+00:00,ULA,Retired,123.0,7152.0,13600.0,6890.0,2.0,2.0,58.3,4.2,13.8,Geostationary Transfer Orbit,1.0,,2015,USA,October,Florida
Soyuz U,Progress M-29M,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2015-10-01 16:49:00+00:00,Roscosmos,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7283.0,2015,Kazakhstan,October,Baikonur Cosmodrome
Ariane 5 ECA,NBN Co 1A & ARSAT-2,Success,"ELA-3, Guiana Space Centre, French Guiana, France",2015-09-30 20:30:00+00:00,Arianespace,Retired,200.0,15120.0,21000.0,10500.0,2.0,2.0,53.0,5.4,17.0,Geostationary Transfer Orbit,2.0,9417.0,2015,France,September,French Guiana
Long March 3B/E,Beidou-3 I2-S,Success,"LC-3, Xichang Satellite Launch Center, China",2015-09-29 23:13:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geosynchronous Orbit,1.0,4200.0,2015,China,September,Xichang Satellite Launch Center
PSLV-XL,Astrosat & Rideshares,Success,"First Launch Pad, Satish Dhawan Space Centre, India",2015-09-28 04:30:00+00:00,ISRO,Active,31.0,7661.0,3250.0,1410.0,4.0,6.0,44.0,3.2,8.3,Low Earth Orbit,7.0,1603.0,2015,India,September,Satish Dhawan Space Centre
Long March 11,Pujian 1 & Others,Success,"Site 95A, Jiuquan Satellite Launch Center, China",2015-09-25 01:41:00+00:00,CASC,Active,5.3,1176.0,530.0,2.0,4.0,0.0,20.8,2.0,5.0,Sun-Synchronous Orbit,4.0,309.0,2015,China,September,Jiuquan Satellite Launch Center
Rokot/Briz KM,Cosmos 2507 to 2509,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",2015-09-23 21:59:00+00:00,VKS RF,Retired,13.0,1875.0,2150.0,0.0,3.0,0.0,29.1,2.62,6.74,Low Earth Orbit,3.0,675.0,2015,Russia,September,Plesetsk Cosmodrome
Long March 6,XY 2 & Others,Success,"LC-16, Taiyuan Satellite Launch Center, China",2015-09-19 23:01:00+00:00,CASC,Active,19.0,1188.0,1080.0,0.0,3.0,0.0,29.24,2.6,6.145,Low Earth Orbit,19.0,244.0,2015,China,September,Taiyuan Satellite Launch Center
Proton-M/DM-3,Ekspress-AM8,Success,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2015-09-14 19:00:00+00:00,Roscosmos,Active,65.0,10027.0,21000.0,6000.0,4.0,0.0,57.24,4.35,10.0,Geostationary Earth Orbit,1.0,2100.0,2015,Kazakhstan,September,Baikonur Cosmodrome
Long March 2D,Gaofen 9,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2015-09-14 04:42:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Sun-Synchronous Orbit,1.0,,2015,China,September,Jiuquan Satellite Launch Center
Long March 3B/E,TJSW-1,Success,"LC-2, Xichang Satellite Launch Center, China",2015-09-12 15:42:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geosynchronous Orbit,1.0,,2015,China,September,Xichang Satellite Launch Center
Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06,Success,"ELS, Guiana Space Centre, French Guiana, France",2015-09-11 02:08:00+00:00,Arianespace,Active,30.0,4317.0,9000.0,3250.0,4.0,4.0,46.94,4.11,11.43,Medium Earth Orbit,2.0,1601.0,2015,France,September,French Guiana
Atlas V 551,MUOS-4,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2015-09-02 10:18:00+00:00,ULA,Active,153.0,12141.0,18850.0,8900.0,2.0,5.0,62.2,5.4,26.5,Geostationary Transfer Orbit,1.0,6740.0,2015,USA,September,Florida
Soyuz FG,Soyuz TMA-18M,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2015-09-02 04:37:00+00:00,Roscosmos,Retired,,4550.0,7300.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7250.0,2015,Kazakhstan,September,Baikonur Cosmodrome
